constituency,ac_number,candidate,party,votes,turnout,reserved,region,vote_share_%
Velachery,26,DR. SANTHOSH BABU IAS (RETD),MNM,23072,56.18,GEN,Chennai Metro,13.056124585488416
Velachery,26,M.KEERTHANA,NTK,14171,56.18,GEN,Chennai Metro,8.019172221782087
Velachery,26,M.CHANDRABOSE,AMMK,1977,56.18,GEN,Chennai Metro,1.118756861369218
Velachery,26,NONE OF THE ABOVE,NOTA,1742,56.18,GEN,Chennai Metro,0.9857736229161245
Velachery,26,V.L.REVATHI JAYAKUMARI,Tamil Nadu Ilangyar Katchi,750,56.18,GEN,Chennai Metro,0.4244145908077458
Velachery,26,C.VELU,BSP,477,56.18,GEN,Chennai Metro,0.2699276797537264
Velachery,26,V.SIVARAMAN,IND,282,56.18,GEN,Chennai Metro,0.15957988614371243
Velachery,26,GEETHA,New Generation People’s Party,278,56.18,GEN,Chennai Metro,0.15731634165940447
Velachery,26,A.TAMIL AZHAGAN,IND,229,56.18,GEN,Chennai Metro,0.12958792172663172
Velachery,26,V.HARIHARAN,IND,170,56.18,GEN,Chennai Metro,0.09620064058308905
Velachery,26,N.MAHALAKSHMI,IND,143,56.18,GEN,Chennai Metro,0.0809217153140102
Velachery,26,S.JOTHI KANNAN,IND,117,56.18,GEN,Chennai Metro,0.06620867616600835
Velachery,26,MURALI BALAJI,IND,116,56.18,GEN,Chennai Metro,0.06564279004493136
Velachery,26,S.GOKUL,IND,89,56.18,GEN,Chennai Metro,0.0503638647758525
Velachery,26,R.KANCHANA,Tamizhaga Murpokku Makkal Katchi,87,56.18,GEN,Chennai Metro,0.04923209253369852
Velachery,26,A.CHANDRAN,MGR Makkal Katchi,85,56.18,GEN,Chennai Metro,0.04810032029154453
Velachery,26,J.VICTOR PAUL,RPI(A),69,56.18,GEN,Chennai Metro,0.03904614235431262
Velachery,26,D.VENKATESHAN,Anaithu Makkal Arasiyal Katchi,63,56.18,GEN,Chennai Metro,0.03565082562785065
Velachery,26,K.KANNAN,IND,57,56.18,GEN,Chennai Metro,0.03225550890138868
Velachery,26,G.YESUDASAN,IND,48,56.18,GEN,Chennai Metro,0.027162533811695734
Velachery,26,M.VIGNESH,IND,34,56.18,GEN,Chennai Metro,0.01924012811661781
Velachery,26,A.VETRISELVAN,IND,24,56.18,GEN,Chennai Metro,0.013581266905847867
Shozhinganallur,27,S.ARAVINDRAMESH,DMK,171558,55.51,GEN,Chennai Metro,44.17556102020059
Shozhinganallur,27,K.P.KANDAN,AIADMK,136153,55.51,GEN,Chennai Metro,35.05890229300511
Shozhinganallur,27,S.MICHAEL,NTK,38872,55.51,GEN,Chennai Metro,10.009398617244532
Shozhinganallur,27,RAJIV KUMAR,MNM,30284,55.51,GEN,Chennai Metro,7.798019852969578
Shozhinganallur,27,R.MURUGAN,DMDK,3912,55.51,GEN,Chennai Metro,1.0073257715234774
Shozhinganallur,27,NONE OF THE ABOVE,NOTA,3030,55.51,GEN,Chennai Metro,0.7802139794775399
Shozhinganallur,27,K.SURJITHKUMAR,IND,676,55.51,GEN,Chennai Metro,0.17406754129597918
Shozhinganallur,27,G.PRAKASH ROBERT,BSP,554,55.51,GEN,Chennai Metro,0.1426529850265865
Shozhinganallur,27,S.SENTHIL,IND,477,55.51,GEN,Chennai Metro,0.12282576508606816
Shozhinganallur,27,H.ARAVINDHKUMAR,IND,452,55.51,GEN,Chennai Metro,0.11638835601447131
Shozhinganallur,27,M.RAJESWARIPRIYA,Anaithu Makkal Arasiyal Katchi,427,55.51,GEN,Chennai Metro,0.10995094694287444
Shozhinganallur,27,K.SENTHILKUMAR,IND,310,55.51,GEN,Chennai Metro,0.07982387248780111
Shozhinganallur,27,R.SELVAVIGNESH,IND,176,55.51,GEN,Chennai Metro,0.04531935986404192
Shozhinganallur,27,A.I.AHAMED SHAH,IND,172,55.51,GEN,Chennai Metro,0.04428937441258642
Shozhinganallur,27,T.ELUMALAI,Anna MGR Dravida Munnetra Kazhagam,160,55.51,GEN,Chennai Metro,0.041199418058219923
Shozhinganallur,27,D.SRINIVASAN,IND,149,55.51,GEN,Chennai Metro,0.03836695806671731
Shozhinganallur,27,DR. V.KANDAN,IND,147,55.51,GEN,Chennai Metro,0.03785196534098956
Shozhinganallur,27,G.VELAVAN,IND,134,55.51,GEN,Chennai Metro,0.034504512623759184
Shozhinganallur,27,E.RAJESH,IND,127,55.51,GEN,Chennai Metro,0.03270203808371207
Shozhinganallur,27,D.VENUGOPAL,IND,117,55.51,GEN,Chennai Metro,0.03012707445507332
Shozhinganallur,27,D.KALANITHI,IND,96,55.51,GEN,Chennai Metro,0.024719650834931953
Shozhinganallur,27,R.RAVICHANDRAN,IND,95,55.51,GEN,Chennai Metro,0.024462154472068082
Shozhinganallur,27,P.ARULRAJ,IND,72,55.51,GEN,Chennai Metro,0.018539738126198968
Shozhinganallur,27,K.NARASIMMAN,IND,58,55.51,GEN,Chennai Metro,0.014934789046104725
Shozhinganallur,27,A.DHANASEKAR,IND,57,55.51,GEN,Chennai Metro,0.014677292683240849
Shozhinganallur,27,S.PRITHIVIRAJ,IND,45,55.51,GEN,Chennai Metro,0.011587336328874355
Shozhinganallur,27,A.MOHAMMED GANI,IND,45,55.51,GEN,Chennai Metro,0.011587336328874355
Alandur,28,T.M.ANBARASAN,DMK,116785,60.82,GEN,Chennai Metro,49.12071873514728
Alandur,28,B.VALARMATHI,AIADMK,76214,60.82,GEN,Chennai Metro,32.05622689284167
Alandur,28,SARATHBABU,MNM,21117,60.82,GEN,Chennai Metro,8.881981568952392
Alandur,28,DR.R.KARTHIKEYAN,NTK,16506,60.82,GEN,Chennai Metro,6.942557549705364
Alandur,28,NONE OF THE ABOVE,NOTA,1888,60.82,GEN,Chennai Metro,0.7941081215220966
Alandur,28,M MOHAMMED THAMEEM ANSARI,SDPI,1761,60.82,GEN,Chennai Metro,0.7406908908900488
Alandur,28,G KAMALAKANNAN,Tamil Nadu Ilangyar Katchi,1105,60.82,GEN,Chennai Metro,0.4647719673103373
Alandur,28,N.RAJA,Desiya Makkal Sakthi Katchi,265,60.82,GEN,Chennai Metro,0.11146115053143836
Alandur,28,A.ABRAHAMLINCON,IND,260,60.82,GEN,Chennai Metro,0.10935810995537348
Alandur,28,M.VALARMATHI,IND,239,60.82,GEN,Chennai Metro,0.10052533953590101
Alandur,28,ALI MOHAMED,IND,220,60.82,GEN,Chennai Metro,0.09253378534685448
Alandur,28,E.ANBARASU,IND,202,60.82,GEN,Chennai Metro,0.08496283927302092
Alandur,28,SUBASHREE,Anaithu Makkal Arasiyal Katchi,187,60.82,GEN,Chennai Metro,0.07865371754482632
Alandur,28,S.SRIDHAR,IND,156,60.82,GEN,Chennai Metro,0.06561486597322409
Alandur,28,P.SATHIYARAJ,IND,140,60.82,GEN,Chennai Metro,0.058885136129816495
Alandur,28,M ANBARASU,IND,108,60.82,GEN,Chennai Metro,0.045425676443001294
Alandur,28,NITHYANANDHAM S,IND,107,60.82,GEN,Chennai Metro,0.04500506832778832
Alandur,28,S.ANBARASU,IND,84,60.82,GEN,Chennai Metro,0.03533108167788989
Alandur,28,M.ASHOK KUMAR,IND,74,60.82,GEN,Chennai Metro,0.031125000525760144
Alandur,28,DR.R.SURESH,Bhartiya Manavadhikaar Federal Party,63,60.82,GEN,Chennai Metro,0.02649831125841742
Alandur,28,RAJESH CHINNADURAI,National Democratic Party of South India,60,60.82,GEN,Chennai Metro,0.025236486912778498
Alandur,28,S.V.SARAVANAN,IND,56,60.82,GEN,Chennai Metro,0.023554054451926595
Alandur,28,J.VINCENT,RPI(A),46,60.82,GEN,Chennai Metro,0.019347973299796845
Alandur,28,K SARAVANAN,IND,40,60.82,GEN,Chennai Metro,0.016824324608518997
Alandur,28,C SARAVANAN,IND,40,60.82,GEN,Chennai Metro,0.016824324608518997
Alandur,28,B RAJI,IND,28,60.82,GEN,Chennai Metro,0.011777027225963297
Sriperumbudur,29,SELVAPERUNTHAGAI,INC,115353,73.94,SC,Chennai Metro,43.65099787332269
Sriperumbudur,29,PALANI,AIADMK,104474,73.94,SC,Chennai Metro,39.534250100279266
Sriperumbudur,29,PUSHPARAJ,NTK,22034,73.94,SC,Chennai Metro,8.337937350054112
Sriperumbudur,29,THANIGAIVEL,MNM,8870,73.94,SC,Chennai Metro,3.356517395614958
Sriperumbudur,29,VAIRAMUTHU,IND,6340,73.94,SC,Chennai Metro,2.3991341925816045
Sriperumbudur,29,PERUMAL,AMMK,3144,73.94,SC,Chennai Metro,1.1897283756272183
Sriperumbudur,29,NONE OF THE ABOVE,NOTA,2139,73.94,SC,Chennai Metro,0.8094239807463806
Sriperumbudur,29,VINOTH,BSP,803,73.94,SC,Chennai Metro,0.30386510357145563
Sriperumbudur,29,SAROJA,IND,282,73.94,SC,Chennai Metro,0.10671227796656348
Sriperumbudur,29,LEENA,IND,138,73.94,SC,Chennai Metro,0.052220901983637456
Sriperumbudur,29,VEDHAGIRI,IND,135,73.94,SC,Chennai Metro,0.05108566498399316
Sriperumbudur,29,DEVARAJAN,IND,129,73.94,SC,Chennai Metro,0.04881519098470457
Sriperumbudur,29,VASANTHI,IND,124,73.94,SC,Chennai Metro,0.046923129318630755
Sriperumbudur,29,LOKESH,Desiya Makkal Sakthi Katchi,123,73.94,SC,Chennai Metro,0.04654471698541599
Sriperumbudur,29,SUDHAKAR,IND,100,73.94,SC,Chennai Metro,0.03784123332147641
Sriperumbudur,29,PARTHIBAN,IND,74,73.94,SC,Chennai Metro,0.028002512657892546
Pallavaram,30,KARUNANITHI,DMK,126427,60.86,GEN,Chennai Metro,47.49430866210358
Pallavaram,30,RAJENDRAN,AIADMK,88646,60.86,GEN,Chennai Metro,33.301276512618614
Pallavaram,30,MINISHREE KANAGARAJ,NTK,21362,60.86,GEN,Chennai Metro,8.024974266888059
Pallavaram,30,SENTHIL KUMAR,MNM,20612,60.86,GEN,Chennai Metro,7.743224866075119
Pallavaram,30,MURUGESAN,DMDK,3718,60.86,GEN,Chennai Metro,1.3967256962966859
Pallavaram,30,NONE OF THE ABOVE,NOTA,1945,60.86,GEN,Chennai Metro,0.7306701127748936
Pallavaram,30,SERMA SELVARAJ,Desiya Makkal Sakthi Katchi,525,60.86,GEN,Chennai Metro,0.19722458056905864
Pallavaram,30,KARTHICK,BSP,519,60.86,GEN,Chennai Metro,0.19497058536255513
Pallavaram,30,GOKULKRISHNAN,Tamil Nadu Ilangyar Katchi,432,60.86,GEN,Chennai Metro,0.16228765486825397
Pallavaram,30,KUMARA DOSS,IND,274,60.86,GEN,Chennai Metro,0.10293244776366109
Pallavaram,30,SADAM HUSSAIN,IND,267,60.86,GEN,Chennai Metro,0.10030278668940697
Pallavaram,30,SATHYASEELAN,LJP,234,60.86,GEN,Chennai Metro,0.08790581305363757
Pallavaram,30,AJITHKUMAR,Puthiya Tamilagam,202,60.86,GEN,Chennai Metro,0.07588450528561876
Pallavaram,30,VEERALAKSHMI,My India Party,171,60.86,GEN,Chennai Metro,0.06423886338535054
Pallavaram,30,BALAJI,IND,167,60.86,GEN,Chennai Metro,0.06273619991434819
Pallavaram,30,KANAGARAJ,IND,133,60.86,GEN,Chennai Metro,0.049963560410828195
Pallavaram,30,MICHAEL,IND,124,60.86,GEN,Chennai Metro,0.0465825676010729
Pallavaram,30,RAMACHANDRAN.R,IND,96,60.86,GEN,Chennai Metro,0.03606392330405644
Pallavaram,30,PERUMAL,IND,86,60.86,GEN,Chennai Metro,0.032307264626550564
Pallavaram,30,SASIKUMAR LAKSHMIPATHY,National Democratic Party of South India,85,60.86,GEN,Chennai Metro,0.03193159875879997
Pallavaram,30,SRIDHARAN,Dravida Murpokku Makkal Katchi,69,60.86,GEN,Chennai Metro,0.025920944874790568
Pallavaram,30,KUMAR,Anna MGR Dravida Makkal Kalgam,59,60.86,GEN,Chennai Metro,0.022164286197284687
Pallavaram,30,BHASKARAN,IND,41,60.86,GEN,Chennai Metro,0.015402300577774104
Tambaram,31,RAJA.S.R,DMK,116840,59.55,GEN,Chennai Metro,46.929725908550495
Tambaram,31,CHINNAIYAH.T.K.M,AIADMK,80016,59.55,GEN,Chennai Metro,32.13907008129559
Tambaram,31,ELANGO.SIVA,MNM,22530,59.55,GEN,Chennai Metro,9.04935574049677
Tambaram,31,SURESHKUMAR.T,NTK,19494,59.55,GEN,Chennai Metro,7.829921917676168
Tambaram,31,KARIKALAN.M,AMMK,4207,59.55,GEN,Chennai Metro,1.6897753928215675
Tambaram,31,NONE OF THE ABOVE,NOTA,2284,59.55,GEN,Chennai Metro,0.9173869734263038
Tambaram,31,ABDULNAZAR P A,Tamil Nadu Ilangyar Katchi,1351,59.55,GEN,Chennai Metro,0.5426400179942804
Tambaram,31,HARIKRISHNAN.R,BSP,317,59.55,GEN,Chennai Metro,0.12732560007711835
Tambaram,31,LAKSMANAN N.,IND,264,59.55,GEN,Chennai Metro,0.10603772372353074
Tambaram,31,SIGAMANI S,IND,247,59.55,GEN,Chennai Metro,0.0992095369686064
Tambaram,31,KRISHNA T V N H S R.,IND,215,59.55,GEN,Chennai Metro,0.08635647954757238
Tambaram,31,KAMATCHI U.,Anaithu Makkal Arasiyal Katchi,199,59.55,GEN,Chennai Metro,0.07992995083705536
Tambaram,31,SIVARAMAN.S,IND,169,59.55,GEN,Chennai Metro,0.06788020950483596
Tambaram,31,RATHINAKUMAR R.,IND,151,59.55,GEN,Chennai Metro,0.06065036470550432
Tambaram,31,ANAND PRABHU B.,IND,122,59.55,GEN,Chennai Metro,0.04900228141769223
Tambaram,31,KANNAIRAM.B,IND,117,59.55,GEN,Chennai Metro,0.046993991195655664
Tambaram,31,MANOJKUMAR A.,SHS,88,59.55,GEN,Chennai Metro,0.03534590790784358
Tambaram,31,VENKATESAN.C,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,73,59.55,GEN,Chennai Metro,0.02932103724173388
Tambaram,31,VENKATESAN BALAJI B.,IND,71,59.55,GEN,Chennai Metro,0.02851772115291925
Tambaram,31,JUSTIN CHARLES.P,RPI(A),64,59.55,GEN,Chennai Metro,0.02570611484206806
Tambaram,31,RAMU A,National Democratic Party of South India,56,59.55,GEN,Chennai Metro,0.02249285048680955
Tambaram,31,THANGARAJ V.,IND,47,59.55,GEN,Chennai Metro,0.018877928087143732
Tambaram,31,BALAKRISHNAN G.,IND,46,59.55,GEN,Chennai Metro,0.018476270042736415
Chengalpattu,32,VARALAKSHMI.M,DMK,130573,63.54,GEN,Chennai Metro,47.639253229813896
Chengalpattu,32,GAJENDRAN.M,AIADMK,103908,63.54,GEN,Chennai Metro,37.91059043296471
Chengalpattu,32,SANJEEVINATHAN.K,NTK,26868,63.54,GEN,Chennai Metro,9.802726871394848
Chengalpattu,32,MUTHAMILSELVAN.S,IJK,4146,63.54,GEN,Chennai Metro,1.5126583894894687
Chengalpattu,32,NONE OF THE ABOVE,NOTA,3075,63.54,GEN,Chennai Metro,1.1219065479209156
Chengalpattu,32,SATHISHKUMAR.A,AMMK,3069,63.54,GEN,Chennai Metro,1.1197174619737529
Chengalpattu,32,ERANIAPPAN.S,CPI(ML)(L),684,63.54,GEN,Chennai Metro,0.2495557979765549
Chengalpattu,32,DILLIBABU.S,Tipu Sultan Party,404,63.54,GEN,Chennai Metro,0.147398453775626
Chengalpattu,32,VEERADOSS.E,IND,344,63.54,GEN,Chennai Metro,0.12550759430399835
Chengalpattu,32,SEETHALAKSHMI.I,IND,317,63.54,GEN,Chennai Metro,0.11565670754176594
Chengalpattu,32,RAJAGOPAL.G,IND,233,63.54,GEN,Chennai Metro,0.08500950428148726
Chengalpattu,32,SARAVANAN.D,All India Jananayaka Makkal Kazhagam,195,63.54,GEN,Chennai Metro,0.07114529328278978
Chengalpattu,32,VASUMATHI.G,Anaithu Makkal Arasiyal Katchi,142,63.54,GEN,Chennai Metro,0.05180836741618537
Chengalpattu,32,GOPALAKRISHNAN.N,IND,129,63.54,GEN,Chennai Metro,0.047065347863999386
Thiruporur,33,S.S.BALAJI,VCK,93954,76.36,GEN,North,41.4388984205814
Thiruporur,33,ARUMUGAM.K,PMK,92007,76.36,GEN,North,40.58016398431607
Thiruporur,33,MOHANA SUNDARI.S,NTK,20428,76.36,GEN,North,9.009875225489461
Thiruporur,33,LAVANYA.N,MNM,8194,76.36,GEN,North,3.614006148309215
Thiruporur,33,KOTHANDAPANI.M,AMMK,7662,76.36,GEN,North,3.3793647923291683
Thiruporur,33,NONE OF THE ABOVE,NOTA,1982,76.36,GEN,North,0.8741713675797979
Thiruporur,33,V.K.PAKKIRI AMBADKAR,BSP,1135,76.36,GEN,North,0.5005976297694604
Thiruporur,33,A.JOSHVA,IND,367,76.36,GEN,North,0.1618672512117991
Thiruporur,33,S.NATARAJ,IND,271,76.36,GEN,North,0.11952595389209143
Thiruporur,33,U.AKBAR BHASHA,IND,268,76.36,GEN,North,0.11820278835085057
Thiruporur,33,D.RAVI,IND,268,76.36,GEN,North,0.11820278835085057
Thiruporur,33,M.DURAISAMY,IND,193,76.36,GEN,North,0.08512364981982896
Cheyyur,34,BABU M,VCK,82750,77.88,SC,North,46.19807949977668
Cheyyur,34,KANITHA S,AIADMK,78708,77.88,SC,North,43.94149173738276
Cheyyur,34,RAJESH R,NTK,9653,77.88,SC,North,5.389124609200536
Cheyyur,34,SIVA A,DMDK,3054,77.88,SC,North,1.7050022331397945
Cheyyur,34,ANBU TAMILSEKARAN P,MNM,1968,77.88,SC,North,1.0987047789191604
Cheyyur,34,NONE OF THE ABOVE,NOTA,1141,77.88,SC,North,0.6370031263957123
Cheyyur,34,ILAYARAJA S,BSP,964,77.88,SC,North,0.5381866904868244
Cheyyur,34,VINOTH M,IND,403,77.88,SC,North,0.22498883430102723
Cheyyur,34,BABU E,IND,263,77.88,SC,North,0.1468289414917374
Cheyyur,34,AMARNATH B,IND,216,77.88,SC,North,0.1205895489057615
Maduranthakam,35,MARAGATHAM. K,AIADMK,86646,80.65,SC,North,46.62347585583453
Maduranthakam,35,SATHYA. C.E,DMK,83076,80.65,SC,North,44.70248921126549
Maduranthakam,35,SUMITHA. P,NTK,9293,80.65,SC,North,5.0004842823473705
Maduranthakam,35,MOORTHI . N,DMDK,2137,80.65,SC,North,1.1499015292560346
Maduranthakam,35,DINESH. K,MNM,1488,80.65,SC,North,0.8006801476523069
Maduranthakam,35,NONE OF THE ABOVE,NOTA,1371,80.65,SC,North,0.7377234424941618
Maduranthakam,35,TAMIZHSELVAN. S,IND,639,80.65,SC,North,0.34384046663294626
Maduranthakam,35,MADHANRAJ. M,BSP,587,80.65,SC,North,0.3158597087848818
Maduranthakam,35,KOTHANDAN. A,Desiya Sirupanmayinar Makkal Iyakkam,251,80.65,SC,North,0.13506096576661894
Maduranthakam,35,RANJITHAM. M,IND,233,80.65,SC,North,0.12537531881921202
Maduranthakam,35,SUBASH. S,Makkal Munnetra Peravai,121,80.65,SC,North,0.06510907114645775
Uthiramerur,36,SUNDAR K,DMK,93427,80.1,GEN,North,44.37725918994533
Uthiramerur,36,SOMASUNDARAM V,AIADMK,91805,80.1,GEN,North,43.60681901305759
Uthiramerur,36,KAMACTHI.S,NTK,11405,80.1,GEN,North,5.417305929349401
Uthiramerur,36,RANJITHKUMAR.R.V,AMMK,7211,80.1,GEN,North,3.425181328938056
Uthiramerur,36,SUSAIAPPAR.A,MNM,2100,80.1,GEN,North,0.9974872820371541
Uthiramerur,36,NONE OF THE ABOVE,NOTA,952,80.1,GEN,North,0.4521942345235098
Uthiramerur,36,PONNAMBALAM.R,IND,753,80.1,GEN,North,0.3576704397018938
Uthiramerur,36,SURESH D,BSP,602,80.1,GEN,North,0.2859463541839842
Uthiramerur,36,MADHAVARAJ.K.V,IND,448,80.1,GEN,North,0.21279728683459287
Uthiramerur,36,THANGARAJ.K,IND,333,80.1,GEN,North,0.158172983294463
Uthiramerur,36,JAYABALAN.E,IND,306,80.1,GEN,North,0.14534814681112818
Uthiramerur,36,SARAVANAN.A,IND,304,80.1,GEN,North,0.1443981589234737
Uthiramerur,36,DEVARAJAN.C,IND,141,80.1,GEN,North,0.06697414607963749
Uthiramerur,36,SIVAKUMAR.A,Desiya Makkal Sakthi Katchi,136,80.1,GEN,North,0.0645991763605014
Uthiramerur,36,AROKIASAMY.J,IND,104,80.1,GEN,North,0.04939937015803049
Uthiramerur,36,GUNASEKAR.V,IND,104,80.1,GEN,North,0.04939937015803049
Uthiramerur,36,CHINNASWAMY.T,IND,101,80.1,GEN,North,0.047974388326548836
Uthiramerur,36,JAISUDHA.V,RPI(A),85,80.1,GEN,North,0.04037448522531338
Uthiramerur,36,JAYARAMAN.C.A,IND,82,80.1,GEN,North,0.03894950339383173
Uthiramerur,36,JEEVANANTHAM.D,IND,66,80.1,GEN,North,0.03134960029259627
Uthiramerur,36,SIVALINGAM.M,IND,64,80.1,GEN,North,0.030399612404941836
Kancheepuram,37,C.V.M.P. EZHAILZRASAN,DMK,102712,73.28,GEN,North,44.767948673245236
Kancheepuram,37,P. MAGESH KUMAR,PMK,91117,73.28,GEN,North,39.71416367376826
Kancheepuram,37,S. SALDIN,NTK,13946,73.28,GEN,North,6.078489487081139
Kancheepuram,37,B. GOPINATH,MNM,12028,73.28,GEN,North,5.242511942536351
Kancheepuram,37,NONE OF THE ABOVE,NOTA,2539,73.28,GEN,North,1.106645977893232
Kancheepuram,37,N. MANOGARAN,AMMK,2301,73.28,GEN,North,1.002911538059207
Kancheepuram,37,L. ARULNATHAN,IND,2050,73.28,GEN,North,0.8935109313434917
Kancheepuram,37,K. PRABAKARAN,BSP,1193,73.28,GEN,North,0.5199797761428222
Kancheepuram,37,D.GNANAMOORTHY,IND,415,73.28,GEN,North,0.18088148122319467
Kancheepuram,37,M. MEGANATHAN,New Generation People’s Party,248,73.28,GEN,North,0.10809302974301754
Kancheepuram,37,J. JAYARAJ,IND,193,73.28,GEN,North,0.08412078524355801
Kancheepuram,37,S. SRINIVASAN,IND,162,73.28,GEN,North,0.07060915652568081
Kancheepuram,37,T. MAGESH,IND,157,73.28,GEN,North,0.06842986157118448
Kancheepuram,37,R. VINOTHRAJ,IND,133,73.28,GEN,North,0.05796924578960215
Kancheepuram,37,P. EZHILARASAN,IND,127,73.28,GEN,North,0.05535409184420656
Kancheepuram,37,M.ELANGOVAN,IND,111,73.28,GEN,North,0.048380347989818336
Arakonam,38,S.RAVI,AIADMK,85399,74.89,SC,North,49.82089935360418
Arakonam,38,GOWTHAMA SANNAH.J,VCK,58230,74.89,SC,North,33.9707838424381
Arakonam,38,E.ABIRAMI,NTK,14631,74.89,SC,North,8.53557510559354
Arakonam,38,K.C.MANIVANNAN,AMMK,4777,74.89,SC,North,2.786852729097146
Arakonam,38,S.BASKARAN,MNM,3543,74.89,SC,North,2.0669498051478308
Arakonam,38,P.SUDHAKAR,BSP,1825,74.89,SC,North,1.064686253004457
Arakonam,38,NONE OF THE ABOVE,NOTA,1656,74.89,SC,North,0.966093389027606
Arakonam,38,P.RAVI,IND,432,74.89,SC,North,0.2520243623550277
Arakonam,38,C.M.GOWTHAMAN,IND,285,74.89,SC,North,0.1662660723869974
Arakonam,38,M.MADHANRAJ,IND,184,74.89,SC,North,0.10734370989195623
Arakonam,38,C.MOHAN,IND,128,74.89,SC,North,0.07467388514223042
Arakonam,38,M.MANIKANDAN,IND,113,74.89,SC,North,0.0659230392271253
Arakonam,38,A.GAUTHAMAN,IND,112,74.89,SC,North,0.06533964949945162
Arakonam,38,V.RAVI,IND,97,74.89,SC,North,0.05658880358434649
Sholinghur,39,A.M.MUNIRATHINAM,INC,110228,80.09,GEN,North,49.184994801636705
Sholinghur,39,A.M.KRISHNAN,PMK,83530,80.09,GEN,North,37.27204172969403
Sholinghur,39,N.G.PARTHIBAN,AMMK,12979,80.09,GEN,North,5.791378302522434
Sholinghur,39,Y.R.PAVENDHAN,NTK,9656,80.09,GEN,North,4.308617681574591
Sholinghur,39,R.JAWAHAR,MNM,1664,80.09,GEN,North,0.7424958390783056
Sholinghur,39,NONE OF THE ABOVE,NOTA,1239,80.09,GEN,North,0.5528559763329451
Sholinghur,39,T.RAJENDRAN,IND,1015,80.09,GEN,North,0.45290461338009624
Sholinghur,39,M.GIRIDHARAN,BSP,614,80.09,GEN,North,0.27397382523682673
Sholinghur,39,M.MUNIRATHINAM,IND,587,80.09,GEN,North,0.26192611630947443
Sholinghur,39,J.BALAJI,IND,467,80.09,GEN,North,0.20838074329901968
Sholinghur,39,A.PALANI,IND,466,80.09,GEN,North,0.2079345318572659
Sholinghur,39,K.MANI,IND,372,80.09,GEN,North,0.1659906563324097
Sholinghur,39,N.MANI,IND,326,80.09,GEN,North,0.14546493001173535
Sholinghur,39,G.VIJAYAKUMAR,Desiya Sirupanmayinar Makkal Iyakkam,222,80.09,GEN,North,0.09905894006934125
Sholinghur,39,P.PARTHIBAN,IND,205,80.09,GEN,North,0.09147334555952684
Sholinghur,39,C.MUNIRATHINAM,IND,174,80.09,GEN,North,0.07764079086515936
Sholinghur,39,R.VINOTH,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,132,80.09,GEN,North,0.05889991031150021
Sholinghur,39,K.SEKAR,IND,121,80.09,GEN,North,0.05399158445220853
Sholinghur,39,R.ELUMALAI,IND,112,80.09,GEN,North,0.04997568147642442
Katpadi,40,DURAIMURUGAN,DMK,85140,74.0,GEN,North,45.71373344930898
Katpadi,40,V RAMU,AIADMK,84394,74.0,GEN,North,45.31318793423751
Katpadi,40,S THIRUKKUMARAN,NTK,10449,74.0,GEN,North,5.610321832415193
Katpadi,40,NONE OF THE ABOVE,NOTA,1889,74.0,GEN,North,1.0142499704691645
Katpadi,40,A S RAJA,AMMK,1066,74.0,GEN,North,0.5723612856115031
Katpadi,40,M SUDHARSAN,IJK,1003,74.0,GEN,North,0.538535055786433
Katpadi,40,V VINAYAGAM,IND,551,74.0,GEN,North,0.29584527989862874
Katpadi,40,K RAJA,BSP,374,74.0,GEN,North,0.20080968181866993
Katpadi,40,D RAMU,IND,332,74.0,GEN,North,0.1782588619352899
Katpadi,40,R BASKARAN,IND,224,74.0,GEN,North,0.12027103937802691
Katpadi,40,J ANANDHI,IND,193,74.0,GEN,North,0.10362638660696068
Katpadi,40,P DHANANJAYAN,IND,166,74.0,GEN,North,0.08912943096764495
Katpadi,40,ARUMUGAM K P,RPI(A),144,74.0,GEN,North,0.0773170967430173
Katpadi,40,RAMAN,IND,144,74.0,GEN,North,0.0773170967430173
Katpadi,40,K RAMU,IND,99,74.0,GEN,North,0.053155504010824396
Katpadi,40,R S SRIDHAR,Anna MGR Dravida Makkal Kalgam,78,74.0,GEN,North,0.04188009406913437
Ranipet,41,R.GANDHI,DMK,103291,77.24,GEN,North,49.78791296719399
Ranipet,41,S.M.SUGUMAR,AIADMK,86793,77.24,GEN,North,41.835613268936
Ranipet,41,V.SHYLAJA,NTK,10234,77.24,GEN,North,4.932951576674283
Ranipet,41,M.ATHAM BASHA,MNM,2762,77.24,GEN,North,1.3313281468413491
Ranipet,41,NONE OF THE ABOVE,NOTA,1632,77.24,GEN,North,0.7866500853168291
Ranipet,41,A.YUVARAJ,BSP,669,77.24,GEN,North,0.32246869306186193
Ranipet,41,G.VEERAMANI,AMMK,637,77.24,GEN,North,0.30704418158506136
Ranipet,41,S.JAYAKUMAR,IND,425,77.24,GEN,North,0.20485679305125756
Ranipet,41,DR.K.SATHIYARAJ,Tamil Nadu Ilangyar Katchi,275,77.24,GEN,North,0.1325543955037549
Ranipet,41,A.MANIKANDAN,IND,268,77.24,GEN,North,0.12918028361820477
Ranipet,41,A.MANSUR BASHA,IND,194,77.24,GEN,North,0.09351110082810346
Ranipet,41,S.YUVARAJ,IND,107,77.24,GEN,North,0.05157571025055191
Ranipet,41,S.GANDHI,IND,64,77.24,GEN,North,0.030849022953601143
