constituency,ac_number,candidate,party,votes,turnout,reserved,region,vote_share_%
Poonamallee,5,RAVIKUMAR M,IND,448,72.99,SC,Chennai Metro,0.1698668365335032
Poonamallee,5,SIVAKUMAR S,IND,403,72.99,SC,Chennai Metro,0.15280431947098613
Poonamallee,5,VELU S,IND,359,72.99,SC,Chennai Metro,0.1361209694543028
Poonamallee,5,BOSHYA GAYATHRI M,My India Party,290,72.99,SC,Chennai Metro,0.10995844329177663
Poonamallee,5,RAJESH P,IND,241,72.99,SC,Chennai Metro,0.09137925804592471
Poonamallee,5,VENKATESAN J,IND,240,72.99,SC,Chennai Metro,0.091000091000091
Poonamallee,5,PURUSHOTHAMAN B,IND,175,72.99,SC,Chennai Metro,0.06635423302089968
Poonamallee,5,DHASARATHAN R,IND,173,72.99,SC,Chennai Metro,0.06559589892923226
Avadi,6,NASAR S M,DMK,150287,67.37,GEN,Chennai Metro,49.941347901650566
Avadi,6,PANDIARAJAN K,AIADMK,95012,67.37,GEN,Chennai Metro,31.573105769837866
Avadi,6,VIJAYALAKSHMI G,NTK,30087,67.37,GEN,Chennai Metro,9.998105852914495
Avadi,6,UDHAYAKUMAR V,MNM,17092,67.37,GEN,Chennai Metro,5.6797828044675285
Avadi,6,NONE OF THE ABOVE,NOTA,2381,67.37,GEN,Chennai Metro,0.7912217913314525
Avadi,6,SANKAR N M,DMDK,1911,67.37,GEN,Chennai Metro,0.6350377334037823
Avadi,6,BALASUBRAMANIAN M,Tamil Nadu Ilangyar Katchi,1263,67.37,GEN,Chennai Metro,0.41970311736733495
Avadi,6,CHARLES S,BSP,773,67.37,GEN,Chennai Metro,0.25687292931508304
Avadi,6,PANDIARAJAN G,IND,360,67.37,GEN,Chennai Metro,0.11963034224247078
Avadi,6,JAYAKUMAR P,IND,300,67.37,GEN,Chennai Metro,0.09969195186872563
Avadi,6,SHANAVAS KHAN J,IND,231,67.37,GEN,Chennai Metro,0.07676280293891874
Avadi,6,NAGARAJ M,IND,198,67.37,GEN,Chennai Metro,0.06579668823335892
Avadi,6,DHARANI K,IND,187,67.37,GEN,Chennai Metro,0.06214131666483898
Avadi,6,SUGUMAR M,IND,143,67.37,GEN,Chennai Metro,0.04751983039075922
Avadi,6,BANUMATHI,My India Party,127,67.37,GEN,Chennai Metro,0.04220292629109385
Avadi,6,RAMAN N,Tamilnadu Makkal Nalvazhvu Periyakkam,120,67.37,GEN,Chennai Metro,0.03987678074749026
Avadi,6,VISWANATHAN R,MGR Makkal Katchi,108,67.37,GEN,Chennai Metro,0.03588910267274123
Avadi,6,CHANDRASEKAR.A,IND,105,67.37,GEN,Chennai Metro,0.03489218315405397
Avadi,6,VENKATESAN M,IND,95,67.37,GEN,Chennai Metro,0.03156911809176312
Avadi,6,DURGAPRASAD G,IND,75,67.37,GEN,Chennai Metro,0.02492298796718141
Avadi,6,AKILAN T.M.,IND,72,67.37,GEN,Chennai Metro,0.023926068448494153
Maduravoyal,7,GANAPATHY.K,DMK,121298,60.3,GEN,Chennai Metro,44.29035673859861
Maduravoyal,7,BENJAMIN.P,AIADMK,89577,60.3,GEN,Chennai Metro,32.70785409135721
Maduravoyal,7,PADMA PRIYA.S,MNM,33401,60.3,GEN,Chennai Metro,12.195932376675064
Maduravoyal,7,GANESHKUMAR.G,NTK,21045,60.3,GEN,Chennai Metro,7.684302771387886
Maduravoyal,7,LUCKY MURUGAN.E,AMMK,2660,60.3,GEN,Chennai Metro,0.9712637382699821
Maduravoyal,7,NONE OF THE ABOVE,NOTA,2146,60.3,GEN,Chennai Metro,0.783583452002775
Maduravoyal,7,SHANMUGAM.K,Tamil Nadu Ilangyar Katchi,908,60.3,GEN,Chennai Metro,0.3315441632891518
Maduravoyal,7,SANTHAKUMAR.Y,BSP,628,60.3,GEN,Chennai Metro,0.2293058750502063
Maduravoyal,7,PRIYA.K,IND,553,60.3,GEN,Chennai Metro,0.20192061927191735
Maduravoyal,7,LAVANYA.P,NCP,349,60.3,GEN,Chennai Metro,0.12743272355497134
Maduravoyal,7,SELVAKUMAR.V,IND,287,60.3,GEN,Chennai Metro,0.10479424544491912
Maduravoyal,7,MURUGAN.D,IND,161,60.3,GEN,Chennai Metro,0.05878701573739366
Maduravoyal,7,BENJAMIN MOSES.S,IND,149,60.3,GEN,Chennai Metro,0.05440537481286742
Maduravoyal,7,ABARAJITHAN.R,IND,143,60.3,GEN,Chennai Metro,0.052214554350604306
Maduravoyal,7,NEVIS STELLA MARY.B,Anaithu Makkal Arasiyal Katchi,124,60.3,GEN,Chennai Metro,0.04527695622010443
Maduravoyal,7,GANAPATHY.R,IND,96,60.3,GEN,Chennai Metro,0.03505312739620988
Maduravoyal,7,ARUNKUMAR.A,IND,95,60.3,GEN,Chennai Metro,0.03468799065249936
Maduravoyal,7,MUTHURAMAN.S,Anna MGR Dravida Makkal Kalgam,69,60.3,GEN,Chennai Metro,0.025194435316025852
Maduravoyal,7,AMALRAJ.S,IND,69,60.3,GEN,Chennai Metro,0.025194435316025852
Maduravoyal,7,SUMITHRA.R,Bahujan Dravida Party,64,60.3,GEN,Chennai Metro,0.02336875159747325
Maduravoyal,7,RAVI.C.V,IND,48,60.3,GEN,Chennai Metro,0.01752656369810494
Ambattur,8,JOSEPH SAMUEL,DMK,114554,62.01,GEN,Chennai Metro,47.67144266101815
Ambattur,8,V ALEXANDER,AIADMK,72408,62.01,GEN,Chennai Metro,30.13245997694539
Ambattur,8,R ANBU THENARASAN,NTK,22701,62.01,GEN,Chennai Metro,9.44698063662354
Ambattur,8,S VAITHESWARAN,MNM,22370,62.01,GEN,Chennai Metro,9.309235577343227
Ambattur,8,S VEDHACHALAM,AMMK,2631,62.01,GEN,Chennai Metro,1.0948859545815837
Ambattur,8,NONE OF THE ABOVE,NOTA,2358,62.01,GEN,Chennai Metro,0.9812774917914765
Ambattur,8,K BHARATHI,IND,807,62.01,GEN,Chennai Metro,0.33583160978614146
Ambattur,8,R RADHA,NCP,615,62.01,GEN,Chennai Metro,0.25593115243925274
Ambattur,8,S PRAVEEN,IND,251,62.01,GEN,Chennai Metro,0.10445320205244299
Ambattur,8,S VEENA,Anaithu Makkal Arasiyal Katchi,233,62.01,GEN,Chennai Metro,0.09696253417617219
Ambattur,8,NARMADA NANDHAKUMAR,IND,177,62.01,GEN,Chennai Metro,0.07365823411666299
Ambattur,8,T JOSEPH SAMUVEL SANTHAKUMAR,IND,162,62.01,GEN,Chennai Metro,0.06741601088643731
Ambattur,8,T MUNIANDI,IND,156,62.01,GEN,Chennai Metro,0.06491912159434704
Ambattur,8,M S ARUMUGAM,IND,142,62.01,GEN,Chennai Metro,0.059093046579469746
Ambattur,8,C RAGHUL,IND,139,62.01,GEN,Chennai Metro,0.057844601933424604
Ambattur,8,BHARADAN,IND,111,62.01,GEN,Chennai Metro,0.04619245190367001
Ambattur,8,A R MURUGAVEL,IND,95,62.01,GEN,Chennai Metro,0.039534080458095956
Ambattur,8,G SOMA SUNDARAM,IND,80,62.01,GEN,Chennai Metro,0.03329185722787028
Ambattur,8,A S KESAVAN,IND,59,62.01,GEN,Chennai Metro,0.024552744705554328
Ambattur,8,G SRINIVASAN,IND,57,62.01,GEN,Chennai Metro,0.023720448274857572
Ambattur,8,N GANESAN,IND,55,62.01,GEN,Chennai Metro,0.022888151844160817
Ambattur,8,P DHANRAJ,IND,55,62.01,GEN,Chennai Metro,0.022888151844160817
Ambattur,8,RAVI,IND,44,62.01,GEN,Chennai Metro,0.01831052147532865
Ambattur,8,G VIJAYAKUMAR,IND,39,62.01,GEN,Chennai Metro,0.01622978039858676
Madavaram,9,SUDHARSANAM. S,DMK,151485,66.37,GEN,Chennai Metro,50.04459861248761
Madavaram,9,MOORTHY. V,AIADMK,94414,66.37,GEN,Chennai Metro,31.190617773372974
Madavaram,9,ELUMALAI. R,NTK,27453,66.37,GEN,Chennai Metro,9.069375619425173
Madavaram,9,RAMESH,MNM,15877,66.37,GEN,Chennai Metro,5.245127188635613
Madavaram,9,DHAKSHNAMOORTHY. D,AMMK,7104,66.37,GEN,Chennai Metro,2.346878097125867
Madavaram,9,NONE OF THE ABOVE,NOTA,2166,66.37,GEN,Chennai Metro,0.7155599603567888
Madavaram,9,DEEPAK. S,BSP,1393,66.37,GEN,Chennai Metro,0.46019160885365046
Madavaram,9,ARAVIND KUMAR. P,Desiya Makkal Sakthi Katchi,465,66.37,GEN,Chennai Metro,0.15361744301288405
Madavaram,9,MOORTHY. S,IND,437,66.37,GEN,Chennai Metro,0.1443673604228609
Madavaram,9,RAMU. S,IND,431,66.37,GEN,Chennai Metro,0.14238519986785597
Madavaram,9,BABU. M.G,IND,413,66.37,GEN,Chennai Metro,0.1364387182028411
Madavaram,9,SAMBATH. E,SHS,175,66.37,GEN,Chennai Metro,0.057813016187644534
Madavaram,9,SUDHARSANAN. D,IND,170,66.37,GEN,Chennai Metro,0.0561612157251404
Madavaram,9,JAYASEELAN. S,IND,119,66.37,GEN,Chennai Metro,0.039312851007598286
Madavaram,9,VINOTH KUMAR. M,Naadaalum Makkal Katchi,114,66.37,GEN,Chennai Metro,0.03766105054509415
Madavaram,9,ARIVUNITHI. S,IND,108,66.37,GEN,Chennai Metro,0.035678889990089196
Madavaram,9,NIRMAL KUMAR. M,IND,101,66.37,GEN,Chennai Metro,0.03336636934258341
Madavaram,9,SAKTHIVEL. A,IND,85,66.37,GEN,Chennai Metro,0.0280806078625702
Madavaram,9,YUVARAJ. M,Anna MGR Dravida Makkal Kalgam,81,66.37,GEN,Chennai Metro,0.026759167492566897
Madavaram,9,SATHISH KUMAR. S,IND,62,66.37,GEN,Chennai Metro,0.020482325735051207
Madavaram,9,RAMESH. G,IND,47,66.37,GEN,Chennai Metro,0.015526924347538816
Thiruvottiyur,10,K.P.SHANKAR,DMK,88185,65.15,GEN,Chennai Metro,44.093381867637355
Thiruvottiyur,10,K.KUPPAN,AIADMK,50524,65.15,GEN,Chennai Metro,25.262505250105
Thiruvottiyur,10,SEEMAN,NTK,48597,65.15,GEN,Chennai Metro,24.298985979719596
Thiruvottiyur,10,D.MOHAN,MNM,7053,65.15,GEN,Chennai Metro,3.5265705314106284
Thiruvottiyur,10,M.SOUNDARA PANDIAN,AMMK,1417,65.15,GEN,Chennai Metro,0.7085141702834057
Thiruvottiyur,10,NONE OF THE ABOVE,NOTA,1111,65.15,GEN,Chennai Metro,0.5555111102222045
Thiruvottiyur,10,M.A.MICHAEL RAJ,IND,603,65.15,GEN,Chennai Metro,0.3015060301206024
Thiruvottiyur,10,N.RAMESH KUMAR,IND,585,65.15,GEN,Chennai Metro,0.29250585011700236
Thiruvottiyur,10,M.KOTTESWARAN,BSP,367,65.15,GEN,Chennai Metro,0.18350367007340146
Thiruvottiyur,10,D.SASIRAJ,Samata Party,291,65.15,GEN,Chennai Metro,0.14550291005820118
Thiruvottiyur,10,R.EGAVALLI,Naadaalum Makkal Katchi,253,65.15,GEN,Chennai Metro,0.12650253005060103
Thiruvottiyur,10,U.VENKATESH,IND,224,65.15,GEN,Chennai Metro,0.1120022400448009
Thiruvottiyur,10,M.CHELLAM,IND,184,65.15,GEN,Chennai Metro,0.09200184003680074
Thiruvottiyur,10,C.DHANRAJ,IND,115,65.15,GEN,Chennai Metro,0.057501150023000464
Thiruvottiyur,10,D.THAMIZHIZHAN,IND,103,65.15,GEN,Chennai Metro,0.05150103002060041
Thiruvottiyur,10,K.GOPINATH,IND,96,65.15,GEN,Chennai Metro,0.04800096001920039
Thiruvottiyur,10,B.DHANASEKARAN,IND,88,65.15,GEN,Chennai Metro,0.04400088001760035
Thiruvottiyur,10,B.ZAKIR HUSSAIN,IND,71,65.15,GEN,Chennai Metro,0.035500710014200285
Thiruvottiyur,10,PRAVINA,IND,52,65.15,GEN,Chennai Metro,0.026000520010400204
Thiruvottiyur,10,N.RAJESH KUMAR,IND,48,65.15,GEN,Chennai Metro,0.024000480009600193
Thiruvottiyur,10,V.SURESHBALAJI,IND,29,65.15,GEN,Chennai Metro,0.014500290005800116
Dr. Radhakrishnan Nagar,11,EBENEZER. J.J. (@)  JOHN EBENEZER.J,DMK,95763,70.98,GEN,Chennai Metro,51.2027675148508
Dr. Radhakrishnan Nagar,11,RAAJESH.R.S.,AIADMK,53284,70.98,GEN,Chennai Metro,28.49000411705262
Dr. Radhakrishnan Nagar,11,GOWRISHANKAR . K,NTK,20437,70.98,GEN,Chennai Metro,10.927299266950762
Dr. Radhakrishnan Nagar,11,FAZIL . A,MNM,11198,70.98,GEN,Chennai Metro,5.987370807423527
Dr. Radhakrishnan Nagar,11,DR. KALIDAS . P,AMMK,1852,70.98,GEN,Chennai Metro,0.9902313569698493
Dr. Radhakrishnan Nagar,11,NONE OF THE ABOVE,NOTA,1704,70.98,GEN,Chennai Metro,0.9110983975575718
Dr. Radhakrishnan Nagar,11,SANTHAKUMAR . A,IND,557,70.98,GEN,Chennai Metro,0.2978179621124223
Dr. Radhakrishnan Nagar,11,VIJAYAN.P,BSP,361,70.98,GEN,Chennai Metro,0.19302025910697385
Dr. Radhakrishnan Nagar,11,SASIDARAN.S,IND,241,70.98,GEN,Chennai Metro,0.12885840012404626
Dr. Radhakrishnan Nagar,11,DANIEL SACHIN MANI.E,IND,222,70.98,GEN,Chennai Metro,0.11869943911841606
Dr. Radhakrishnan Nagar,11,SIVAKUMAR.S,SUCI,215,70.98,GEN,Chennai Metro,0.11495666401107861
Dr. Radhakrishnan Nagar,11,BABU MAILAN . A,RPI(A),115,70.98,GEN,Chennai Metro,0.06148844819197228
Dr. Radhakrishnan Nagar,11,KANDEEPAN.G,IND,111,70.98,GEN,Chennai Metro,0.05934971955920803
Dr. Radhakrishnan Nagar,11,RAMADASS . E,Makkal Nalvaazhvuk Katchi,104,70.98,GEN,Chennai Metro,0.05560694445187059
Dr. Radhakrishnan Nagar,11,GUNASEKARAN.G,IND,92,70.98,GEN,Chennai Metro,0.049190758553577824
Dr. Radhakrishnan Nagar,11,MOHAN . R,United States of India Party,79,70.98,GEN,Chennai Metro,0.042239890497094
Dr. Radhakrishnan Nagar,11,PREMKUMAR.P,IND,79,70.98,GEN,Chennai Metro,0.042239890497094
Dr. Radhakrishnan Nagar,11,KALIDASS,IND,67,70.98,GEN,Chennai Metro,0.03582370459880124
Dr. Radhakrishnan Nagar,11,SRIDHAR . C,IND,55,70.98,GEN,Chennai Metro,0.029407518700508485
Dr. Radhakrishnan Nagar,11,DEVAKUMAR.R,IND,48,70.98,GEN,Chennai Metro,0.02566474359317104
Dr. Radhakrishnan Nagar,11,DEVARAJ.M,IND,48,70.98,GEN,Chennai Metro,0.02566474359317104
Dr. Radhakrishnan Nagar,11,RAJESH . I,IND,47,70.98,GEN,Chennai Metro,0.025130061434979974
Dr. Radhakrishnan Nagar,11,FRANKLIN.D,IND,44,70.98,GEN,Chennai Metro,0.023526014960406787
Dr. Radhakrishnan Nagar,11,PURUSHOTHAMAN . K,IND,44,70.98,GEN,Chennai Metro,0.023526014960406787
Dr. Radhakrishnan Nagar,11,BOOTHIRAJAN.G,IND,39,70.98,GEN,Chennai Metro,0.02085260416945147
Dr. Radhakrishnan Nagar,11,MARIMUTHU.P,IND,38,70.98,GEN,Chennai Metro,0.020317922011260404
Dr. Radhakrishnan Nagar,11,RAJESH . S,IND,37,70.98,GEN,Chennai Metro,0.019783239853069342
Dr. Radhakrishnan Nagar,11,VENKATRAMAN . C,IND,37,70.98,GEN,Chennai Metro,0.019783239853069342
Dr. Radhakrishnan Nagar,11,VENUGOPAL.D,SHS,34,70.98,GEN,Chennai Metro,0.018179193378496154
Dr. Radhakrishnan Nagar,11,VIVEK.C,IND,27,70.98,GEN,Chennai Metro,0.01443641827115871
Dr. Radhakrishnan Nagar,11,ETHIRAJ.R,IND,26,70.98,GEN,Chennai Metro,0.013901736112967647
Dr. Radhakrishnan Nagar,11,MADHAN RAJ . D,IND,22,70.98,GEN,Chennai Metro,0.011763007480203393
Perambur,12,SHEKAR. R.D,DMK,105267,63.0,GEN,Chennai Metro,52.53185086856932
Perambur,12,DHANAPALAN N.R,AIADMK,50291,63.0,GEN,Chennai Metro,25.096937426080533
Perambur,12,MERLIN SUGANTHI. S,NTK,19821,63.0,GEN,Chennai Metro,9.891360217978212
Perambur,12,PONNUSAMY. A,MNM,17072,63.0,GEN,Chennai Metro,8.519514738980073
Perambur,12,LAKSHMI NARAYANAN. E,AMMK,4042,63.0,GEN,Chennai Metro,2.0170969174647055
Perambur,12,NONE OF THE ABOVE,NOTA,1515,63.0,GEN,Chennai Metro,0.756037068272892
Perambur,12,SURESH. C,BSP,515,63.0,GEN,Chennai Metro,0.25700269977593354
Perambur,12,SOOSAI. M.A,RPI(A),296,63.0,GEN,Chennai Metro,0.14771417307509968
Perambur,12,SEBASTIN. J,SUCI,194,63.0,GEN,Chennai Metro,0.09681266748840993
Perambur,12,SATHEESH. J,IND,174,63.0,GEN,Chennai Metro,0.08683198011847075
Perambur,12,PARTHIPAN. P,IND,172,63.0,GEN,Chennai Metro,0.08583391138147685
Perambur,12,SEKAR. P,IND,166,63.0,GEN,Chennai Metro,0.08283970517049509
Perambur,12,RAJESH. K,IND,163,63.0,GEN,Chennai Metro,0.08134260206500421
Perambur,12,PREM ANAND. J,IND,112,63.0,GEN,Chennai Metro,0.055891849271659334
Perambur,12,SATHISHKUMAR. S,IND,106,63.0,GEN,Chennai Metro,0.05289764306067758
Perambur,12,RAJESH KUMAR. S,IND,90,63.0,GEN,Chennai Metro,0.044913093164726255
Perambur,12,SELVARAJ. R,IND,87,63.0,GEN,Chennai Metro,0.043415990059235375
Perambur,12,SARAVANA PERUMAL. R,IND,65,63.0,GEN,Chennai Metro,0.032437233952302295
Perambur,12,UDAYAKUMAR. S,IND,60,63.0,GEN,Chennai Metro,0.0299420621098175
Perambur,12,KADHIRAVAN. M,IND,48,63.0,GEN,Chennai Metro,0.023953649687854
Perambur,12,VENKATESH. L,IND,46,63.0,GEN,Chennai Metro,0.022955580950860085
Perambur,12,VINOTHKUMAR. G,IND,45,63.0,GEN,Chennai Metro,0.022456546582363127
Perambur,12,VASANTHA KUMAR. M,IND,40,63.0,GEN,Chennai Metro,0.019961374739878336
Kolathur,13,M.K. STALIN,DMK,105522,61.04,GEN,Chennai Metro,60.85888296767943
Kolathur,13,AADIRAJARAM,AIADMK,35138,61.04,GEN,Chennai Metro,20.265531640021226
Kolathur,13,A.JAGADISH KUMAR,MNM,14076,61.04,GEN,Chennai Metro,8.118208872586338
Kolathur,13,F.CAMILUS SELVA,NTK,11279,61.04,GEN,Chennai Metro,6.505063787574689
Kolathur,13,NONE OF THE ABOVE,NOTA,1529,61.04,GEN,Chennai Metro,0.8818372667081921
Kolathur,13,MJS.JAMAL MOHAMED MEERA,BSP,1295,61.04,GEN,Chennai Metro,0.7468798302073961
Kolathur,13,J.ARUMUGAM,AMMK,1080,61.04,GEN,Chennai Metro,0.6228804761575195
Kolathur,13,AGNI SRI RAMACHANDRAN,IND,681,61.04,GEN,Chennai Metro,0.3927607446882137
Kolathur,13,SURESH,Tamil Nadu Ilangyar Katchi,620,61.04,GEN,Chennai Metro,0.3575795326089464
Kolathur,13,ASHOK KUMAR.S,New Generation People’s Party,257,61.04,GEN,Chennai Metro,0.14822248367822455
Kolathur,13,AL. NARESH KUMAR,IND,198,61.04,GEN,Chennai Metro,0.11419475396221193
Kolathur,13,DIVYA,IND,181,61.04,GEN,Chennai Metro,0.10439015387454725
Kolathur,13,G.VELMURUGAN,SHS,132,61.04,GEN,Chennai Metro,0.07612983597480794
Kolathur,13,L.KATHIRESAN,IND,118,61.04,GEN,Chennai Metro,0.06805545943202529
Kolathur,13,VIVEKRAJ.J,Thamizhaga Munnetra Congress,116,61.04,GEN,Chennai Metro,0.06690197706877063
Kolathur,13,J.SURIYAMUTHU,IND,110,61.04,GEN,Chennai Metro,0.06344152997900662
Kolathur,13,MIRZA SAFDAR ALI,IND,97,61.04,GEN,Chennai Metro,0.05594389461785129
Kolathur,13,MALARVIZHI,IND,92,61.04,GEN,Chennai Metro,0.05306018870971463
Kolathur,13,D.SURESHBABU,Desiya Makkal Sakthi Katchi,87,61.04,GEN,Chennai Metro,0.050176482801577965
Kolathur,13,SATHIYASEELAN,IND,86,61.04,GEN,Chennai Metro,0.04959974161995063
Kolathur,13,ELUMALAI.K,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,69,61.04,GEN,Chennai Metro,0.03979514153228597
Kolathur,13,M.RAJENDRAN,National Democratic Party of South India,65,61.04,GEN,Chennai Metro,0.03748817680577664
Kolathur,13,RAMA DEVI,IND,61,61.04,GEN,Chennai Metro,0.035181212079267304
Kolathur,13,C.JEEVAKUMAR,IND,52,61.04,GEN,Chennai Metro,0.029990541444621314
Kolathur,13,D.NILAMANI,IND,45,61.04,GEN,Chennai Metro,0.025953353173229977
Kolathur,13,S.SURESHKUMAR,Makkalatchi Katchi,43,61.04,GEN,Chennai Metro,0.024799870809975314
Kolathur,13,A.SEETHA,Bahujan Dravida Party,41,61.04,GEN,Chennai Metro,0.02364638844672065
Kolathur,13,K. PANNERSELVAM,IND,40,61.04,GEN,Chennai Metro,0.023069647265093318
Kolathur,13,P.SENTHIL KUMAR,IND,38,61.04,GEN,Chennai Metro,0.02191616490183865
Kolathur,13,P.HARISHKUMAR,IND,38,61.04,GEN,Chennai Metro,0.02191616490183865
Kolathur,13,DEVIKARANI,IND,37,61.04,GEN,Chennai Metro,0.021339423720211317
Kolathur,13,M.A.S. SENTHIL KUMAR,IND,33,61.04,GEN,Chennai Metro,0.019032458993701984
Kolathur,13,R.SELVAM,IND,33,61.04,GEN,Chennai Metro,0.019032458993701984
